amfi_code,date,nav
120001,2022-05-03,96.25
120001,2022-05-04,97.12
120001,2022-05-05,97.87
120001,2022-05-06,96.99
120001,2022-05-07,96.52
120001,2022-05-08,97.62
120001,2022-05-09,98.09
120001,2022-05-10,95.71
120001,2022-05-11,96.22
120001,2022-05-12,97.16
120001,2022-05-13,96.4
120001,2022-05-14,97.1
120001,2022-05-15,98.97
120001,2022-05-16,99.41
120001,2022-05-17,98.84
120001,2022-05-18,98.37
120001,2022-05-19,98.43
120001,2022-05-20,98.85
120001,2022-05-21,98.96
120001,2022-05-22,99.51
120001,2022-05-23,99.41
120001,2022-05-24,99.64
120001,2022-05-25,100.65
120001,2022-05-26,99.63
120001,2022-05-27,99.79
120001,2022-05-28,99.95
120001,2022-05-29,100.92
120001,2022-05-30,100.74
120001,2022-05-31,101.45
120001,2022-06-01,102.61
120001,2022-06-02,100.77
120001,2022-06-03,102.0
120001,2022-06-04,101.04
120001,2022-06-05,99.99
120001,2022-06-06,97.16
120001,2022-06-07,96.43
120001,2022-06-08,96.47
120001,2022-06-09,96.15
120001,2022-06-10,95.75
120001,2022-06-11,94.73
120001,2022-06-12,95.6
120001,2022-06-13,96.57
120001,2022-06-14,97.02
120001,2022-06-15,95.24
120001,2022-06-16,97.45
120001,2022-06-17,97.64
120001,2022-06-18,98.22
120001,2022-06-19,96.8
120001,2022-06-20,96.83
120001,2022-06-21,97.28
120001,2022-06-22,97.19
120001,2022-06-23,98.09
120001,2022-06-24,99.41
120001,2022-06-25,98.13
120001,2022-06-26,99.01
120001,2022-06-27,99.45
120001,2022-06-28,99.5
120001,2022-06-29,97.98
120001,2022-06-30,99.48
120001,2022-07-01,99.93
120001,2022-07-02,98.19
120001,2022-07-03,98.0
120001,2022-07-04,98.37
120001,2022-07-05,98.92
120001,2022-07-06,98.84
120001,2022-07-07,99.23
120001,2022-07-08,101.38
120001,2022-07-09,103.0
120001,2022-07-10,102.08
120001,2022-07-11,101.52
120001,2022-07-12,101.46
120001,2022-07-13,99.73
120001,2022-07-14,98.44
120001,2022-07-15,96.9
120001,2022-07-16,95.83
120001,2022-07-17,97.21
120001,2022-07-18,96.43
120001,2022-07-19,95.49
120001,2022-07-20,96.38
120001,2022-07-21,95.99
120001,2022-07-22,96.44
120001,2022-07-23,95.79
120001,2022-07-24,94.11
120001,2022-07-25,94.6
120001,2022-07-26,93.18
120001,2022-07-27,92.75
120001,2022-07-28,92.12
120001,2022-07-29,92.34
120001,2022-07-30,91.87
120001,2022-07-31,91.8
120001,2022-08-01,90.42
120001,2022-08-02,92.27
120001,2022-08-03,91.21
120001,2022-08-04,92.35
120001,2022-08-05,92.54
120001,2022-08-06,92.71
120001,2022-08-07,93.09
120001,2022-08-08,91.38
120001,2022-08-09,92.31
120001,2022-08-10,91.89
120001,2022-08-11,93.04
120001,2022-08-12,92.95
120001,2022-08-13,92.65
120001,2022-08-14,91.5
120001,2022-08-15,90.84
120001,2022-08-16,91.27
120001,2022-08-17,90.12
120001,2022-08-18,88.38
120001,2022-08-19,87.66
120001,2022-08-20,88.44
120001,2022-08-21,90.06
120001,2022-08-22,89.5
120001,2022-08-23,88.16
120001,2022-08-24,87.9
120001,2022-08-25,88.1
120001,2022-08-26,88.66
120001,2022-08-27,90.59
120001,2022-08-28,90.84
120001,2022-08-29,92.39
120001,2022-08-30,92.01
120001,2022-08-31,92.14
120001,2022-09-01,91.64
120001,2022-09-02,91.06
120001,2022-09-03,90.87
120001,2022-09-04,90.66
120001,2022-09-05,90.15
120001,2022-09-06,89.7
120001,2022-09-07,90.73
120001,2022-09-08,92.69
120001,2022-09-09,92.28
120001,2022-09-10,92.03
120001,2022-09-11,92.55
120001,2022-09-12,95.55
120001,2022-09-13,95.68
120001,2022-09-14,96.66
120001,2022-09-15,98.2
120001,2022-09-16,98.59
120001,2022-09-17,99.55
120001,2022-09-18,100.2
120001,2022-09-19,101.29
120001,2022-09-20,100.29
120001,2022-09-21,100.55
120001,2022-09-22,101.08
120001,2022-09-23,101.6
120001,2022-09-24,102.81
120001,2022-09-25,103.32
120001,2022-09-26,102.19
120001,2022-09-27,102.84
120001,2022-09-28,101.99
120001,2022-09-29,101.32
120001,2022-09-30,100.95
120001,2022-10-01,100.89
120001,2022-10-02,99.38
120001,2022-10-03,100.54
120001,2022-10-04,99.43
120001,2022-10-05,101.04
120001,2022-10-06,99.95
120001,2022-10-07,101.29
120001,2022-10-08,101.31
120001,2022-10-09,99.62
120001,2022-10-10,98.63
120001,2022-10-11,99.99
120001,2022-10-12,100.49
120001,2022-10-13,100.46
120001,2022-10-14,98.28
120001,2022-10-15,99.7
120001,2022-10-16,101.61
120001,2022-10-17,103.38
120001,2022-10-18,102.79
120001,2022-10-19,103.24
120001,2022-10-20,103.8
120001,2022-10-21,102.26
120001,2022-10-22,102.5
120001,2022-10-23,103.65
120001,2022-10-24,104.49
120001,2022-10-25,103.38
120001,2022-10-26,102.54
120001,2022-10-27,103.4
120001,2022-10-28,104.11
120001,2022-10-29,101.82
120001,2022-10-30,99.37
120001,2022-10-31,99.34
120001,2022-11-01,98.8
120001,2022-11-02,98.56
120001,2022-11-03,98.2
120001,2022-11-04,99.22
120001,2022-11-05,99.37
120001,2022-11-06,99.69
120001,2022-11-07,98.4
120001,2022-11-08,95.14
120001,2022-11-09,96.25
120001,2022-11-10,98.36
120001,2022-11-11,98.08
120001,2022-11-12,98.37
120001,2022-11-13,98.74
120001,2022-11-14,100.44
120001,2022-11-15,101.38
120001,2022-11-16,101.94
120001,2022-11-17,102.05
120001,2022-11-18,102.16
120001,2022-11-19,100.74
120001,2022-11-20,100.4
120001,2022-11-21,101.34
120001,2022-11-22,101.16
120001,2022-11-23,101.25
120001,2022-11-24,100.11
120001,2022-11-25,100.61
120001,2022-11-26,99.19
120001,2022-11-27,99.52
120001,2022-11-28,99.39
120001,2022-11-29,97.71
120001,2022-11-30,98.8
120001,2022-12-01,98.69
120001,2022-12-02,100.57
120001,2022-12-03,102.11
120001,2022-12-04,101.26
120001,2022-12-05,100.51
120001,2022-12-06,99.38
120001,2022-12-07,97.86
120001,2022-12-08,97.49
120001,2022-12-09,98.95
120001,2022-12-10,97.1
120001,2022-12-11,97.98
120001,2022-12-12,98.78
120001,2022-12-13,99.38
120001,2022-12-14,100.16
120001,2022-12-15,99.1
120001,2022-12-16,99.9
120001,2022-12-17,99.41
120001,2022-12-18,97.01
120001,2022-12-19,97.12
120001,2022-12-20,96.34
120001,2022-12-21,97.7
120001,2022-12-22,97.47
120001,2022-12-23,97.56
120001,2022-12-24,97.99
120001,2022-12-25,97.78
120001,2022-12-26,97.73
120001,2022-12-27,98.6
120001,2022-12-28,97.6
120001,2022-12-29,96.96
120001,2022-12-30,96.07
120001,2022-12-31,97.5
120001,2023-01-01,96.87
120001,2023-01-02,96.77
120001,2023-01-03,96.24
120001,2023-01-04,95.99
120001,2023-01-05,95.33
120001,2023-01-06,95.82
120001,2023-01-07,94.87
120001,2023-01-08,93.64
120001,2023-01-09,93.16
120001,2023-01-10,92.46
120001,2023-01-11,91.27
120001,2023-01-12,91.02
120001,2023-01-13,89.56
120001,2023-01-14,91.15
120001,2023-01-15,89.84
120001,2023-01-16,89.3
120001,2023-01-17,88.98
120001,2023-01-18,90.53
120001,2023-01-19,89.01
120001,2023-01-20,89.18
120001,2023-01-21,90.15
120001,2023-01-22,89.91
120001,2023-01-23,88.91
120001,2023-01-24,88.85
120001,2023-01-25,90.26
120001,2023-01-26,89.75
120001,2023-01-27,91.08
120001,2023-01-28,91.36
120001,2023-01-29,92.53
120001,2023-01-30,92.78
120001,2023-01-31,92.38
120001,2023-02-01,93.94
120001,2023-02-02,94.2
120001,2023-02-03,94.4
120001,2023-02-04,95.21
120001,2023-02-05,96.14
120001,2023-02-06,96.97
120001,2023-02-07,95.71
120001,2023-02-08,95.14
120001,2023-02-09,94.57
120001,2023-02-10,93.88
120001,2023-02-11,93.1
120001,2023-02-12,92.53
120001,2023-02-13,92.88
120001,2023-02-14,93.39
120001,2023-02-15,93.43
120001,2023-02-16,93.08
120001,2023-02-17,94.32
120001,2023-02-18,94.28
120001,2023-02-19,95.21
120001,2023-02-20,94.71
120001,2023-02-21,95.15
120001,2023-02-22,96.48
120001,2023-02-23,94.01
120001,2023-02-24,93.44
120001,2023-02-25,94.04
120001,2023-02-26,95.23
120001,2023-02-27,95.47
120001,2023-02-28,95.57
120001,2023-03-01,97.15
120001,2023-03-02,98.44
120001,2023-03-03,97.63
120001,2023-03-04,97.8
120001,2023-03-05,98.2
120001,2023-03-06,99.93
120001,2023-03-07,100.85
120001,2023-03-08,100.79
120001,2023-03-09,101.07
120001,2023-03-10,99.21
120001,2023-03-11,100.22
120001,2023-03-12,100.92
120001,2023-03-13,102.2
120001,2023-03-14,102.1
120001,2023-03-15,102.28
120001,2023-03-16,101.84
120001,2023-03-17,100.72
120001,2023-03-18,100.17
120001,2023-03-19,98.39
120001,2023-03-20,99.34
120001,2023-03-21,97.23
120001,2023-03-22,99.26
120001,2023-03-23,97.55
120001,2023-03-24,99.07
120001,2023-03-25,98.22
120001,2023-03-26,98.82
120001,2023-03-27,98.12
120001,2023-03-28,99.81
120001,2023-03-29,99.91
120001,2023-03-30,101.03
120001,2023-03-31,101.16
120001,2023-04-01,101.56
120001,2023-04-02,102.24
120001,2023-04-03,101.75
120001,2023-04-04,100.5
120001,2023-04-05,99.24
120001,2023-04-06,99.34
120001,2023-04-07,98.91
120001,2023-04-08,96.83
120001,2023-04-09,97.38
120001,2023-04-10,96.24
120001,2023-04-11,95.17
120001,2023-04-12,95.18
120001,2023-04-13,94.37
120001,2023-04-14,94.53
120001,2023-04-15,96.45
120001,2023-04-16,96.13
120001,2023-04-17,95.16
120001,2023-04-18,95.38
120001,2023-04-19,94.69
120001,2023-04-20,94.76
120001,2023-04-21,95.1
120001,2023-04-22,95.12
120001,2023-04-23,95.22
120001,2023-04-24,95.45
120001,2023-04-25,97.02
120001,2023-04-26,96.82
120001,2023-04-27,97.0
120001,2023-04-28,97.89
120001,2023-04-29,98.4
120001,2023-04-30,98.09
120001,2023-05-01,99.03
120001,2023-05-02,98.21
120001,2023-05-03,98.04
120001,2023-05-04,97.33
120001,2023-05-05,97.94
120001,2023-05-06,99.16
120001,2023-05-07,99.43
120001,2023-05-08,99.55
120001,2023-05-09,98.73
120001,2023-05-10,98.09
120001,2023-05-11,96.96
120001,2023-05-12,94.9
120001,2023-05-13,94.58
120001,2023-05-14,94.34
120001,2023-05-15,96.44
120001,2023-05-16,98.0
120001,2023-05-17,98.59
120001,2023-05-18,100.69
120001,2023-05-19,102.15
120001,2023-05-20,100.15
120001,2023-05-21,101.27
120001,2023-05-22,102.04
120001,2023-05-23,101.79
120001,2023-05-24,100.4
120001,2023-05-25,101.05
120001,2023-05-26,99.0
120001,2023-05-27,99.03
120001,2023-05-28,98.47
120001,2023-05-29,97.28
120001,2023-05-30,98.48
120001,2023-05-31,98.49
120001,2023-06-01,98.71
120001,2023-06-02,99.66
120001,2023-06-03,99.7
120001,2023-06-04,100.2
120001,2023-06-05,101.06
120001,2023-06-06,101.69
120001,2023-06-07,102.03
120001,2023-06-08,103.9
120001,2023-06-09,105.24
120001,2023-06-10,105.2
120001,2023-06-11,104.3
120001,2023-06-12,105.02
120001,2023-06-13,105.3
120001,2023-06-14,107.15
120001,2023-06-15,108.26
120001,2023-06-16,109.14
120001,2023-06-17,109.21
120001,2023-06-18,108.31
120001,2023-06-19,108.15
120001,2023-06-20,108.72
120001,2023-06-21,106.89
120001,2023-06-22,108.27
120001,2023-06-23,110.57
120001,2023-06-24,108.47
120001,2023-06-25,107.01
120001,2023-06-26,107.31
120001,2023-06-27,106.73
120001,2023-06-28,107.07
120001,2023-06-29,107.04
120001,2023-06-30,106.0
120001,2023-07-01,107.42
120001,2023-07-02,107.97
120001,2023-07-03,107.42
120001,2023-07-04,109.09
120001,2023-07-05,108.59
120001,2023-07-06,107.3
120001,2023-07-07,107.55
120001,2023-07-08,107.98
120001,2023-07-09,108.61
120001,2023-07-10,109.42
120001,2023-07-11,110.04
120001,2023-07-12,110.62
120001,2023-07-13,110.04
120001,2023-07-14,109.35
120001,2023-07-15,110.21
120001,2023-07-16,110.53
120001,2023-07-17,111.5
120001,2023-07-18,109.65
120001,2023-07-19,109.15
120001,2023-07-20,111.29
120001,2023-07-21,111.96
120001,2023-07-22,112.35
120001,2023-07-23,113.2
120001,2023-07-24,115.76
120001,2023-07-25,118.13
120001,2023-07-26,116.32
120001,2023-07-27,114.97
120001,2023-07-28,113.17
120001,2023-07-29,112.38
120001,2023-07-30,112.5
120001,2023-07-31,112.83
120001,2023-08-01,111.16
120001,2023-08-02,109.14
120001,2023-08-03,108.36
120001,2023-08-04,109.41
120001,2023-08-05,110.65
120001,2023-08-06,112.6
120001,2023-08-07,112.62
120001,2023-08-08,113.61
120001,2023-08-09,114.81
120001,2023-08-10,114.3
120001,2023-08-11,114.8
120001,2023-08-12,115.61
120001,2023-08-13,114.62
120001,2023-08-14,116.56
120001,2023-08-15,116.57
120001,2023-08-16,116.73
120001,2023-08-17,115.68
120001,2023-08-18,114.84
120001,2023-08-19,112.37
120001,2023-08-20,112.49
120001,2023-08-21,115.37
120001,2023-08-22,114.25
120001,2023-08-23,117.71
120001,2023-08-24,119.43
120001,2023-08-25,118.92
120001,2023-08-26,119.02
120001,2023-08-27,118.92
120001,2023-08-28,121.0
120001,2023-08-29,121.69
120001,2023-08-30,123.19
120001,2023-08-31,123.69
120001,2023-09-01,123.61
120001,2023-09-02,124.08
120001,2023-09-03,123.64
120001,2023-09-04,121.9
120001,2023-09-05,122.96
120001,2023-09-06,121.17
120001,2023-09-07,120.91
120001,2023-09-08,120.44
120001,2023-09-09,121.27
120001,2023-09-10,123.23
120001,2023-09-11,124.78
120001,2023-09-12,125.68
120001,2023-09-13,124.95
120001,2023-09-14,124.78
120001,2023-09-15,124.43
120001,2023-09-16,123.91
120001,2023-09-17,123.47
120001,2023-09-18,123.01
120001,2023-09-19,122.48
120001,2023-09-20,123.71
120001,2023-09-21,122.47
120001,2023-09-22,121.64
120001,2023-09-23,119.77
120001,2023-09-24,121.53
120001,2023-09-25,120.62
120001,2023-09-26,121.48
120001,2023-09-27,122.11
120001,2023-09-28,123.79
120001,2023-09-29,123.59
120001,2023-09-30,122.48
120001,2023-10-01,120.63
120001,2023-10-02,117.34
120001,2023-10-03,117.58
120001,2023-10-04,118.55
120001,2023-10-05,119.17
120001,2023-10-06,117.41
120001,2023-10-07,118.69
120001,2023-10-08,117.92
120001,2023-10-09,116.91
120001,2023-10-10,116.12
120001,2023-10-11,116.27
120001,2023-10-12,114.6
120001,2023-10-13,114.62
120001,2023-10-14,115.17
120001,2023-10-15,116.5
120001,2023-10-16,116.77
120001,2023-10-17,115.26
120001,2023-10-18,115.49
120001,2023-10-19,114.32
120001,2023-10-20,113.1
120001,2023-10-21,111.62
120001,2023-10-22,109.54
120001,2023-10-23,108.97
120001,2023-10-24,110.26
120001,2023-10-25,112.8
120001,2023-10-26,112.21
120001,2023-10-27,113.48
120001,2023-10-28,113.09
120001,2023-10-29,111.28
120001,2023-10-30,112.12
120001,2023-10-31,112.44
120001,2023-11-01,114.54
120001,2023-11-02,112.84
120001,2023-11-03,116.05
120001,2023-11-04,117.95
120001,2023-11-05,117.99
120001,2023-11-06,117.7
120001,2023-11-07,116.92
120001,2023-11-08,117.1
120001,2023-11-09,116.95
120001,2023-11-10,117.6
120001,2023-11-11,117.32
120001,2023-11-12,119.04
120001,2023-11-13,119.24
120001,2023-11-14,119.0
120001,2023-11-15,120.28
120001,2023-11-16,118.38
120001,2023-11-17,118.85
120001,2023-11-18,118.94
120001,2023-11-19,117.32
120001,2023-11-20,115.37
120001,2023-11-21,116.6
120001,2023-11-22,117.78
120001,2023-11-23,118.04
120001,2023-11-24,120.12
120001,2023-11-25,120.71
120001,2023-11-26,122.28
120001,2023-11-27,122.86
120001,2023-11-28,122.58
120001,2023-11-29,121.35
120001,2023-11-30,120.67
120001,2023-12-01,120.42
120001,2023-12-02,122.13
120001,2023-12-03,123.13
120001,2023-12-04,123.6
120001,2023-12-05,124.73
120001,2023-12-06,125.45
120001,2023-12-07,125.84
120001,2023-12-08,124.02
120001,2023-12-09,125.5
120001,2023-12-10,124.98
120001,2023-12-11,126.41
120001,2023-12-12,127.97
120001,2023-12-13,127.17
120001,2023-12-14,128.45
120001,2023-12-15,128.05
120001,2023-12-16,127.66
120001,2023-12-17,128.05
120001,2023-12-18,128.48
120001,2023-12-19,128.59
120001,2023-12-20,126.94
120001,2023-12-21,126.85
120001,2023-12-22,129.8
120001,2023-12-23,126.25
120001,2023-12-24,127.41
120001,2023-12-25,128.83
120001,2023-12-26,127.14
120001,2023-12-27,126.61
120001,2023-12-28,125.4
120001,2023-12-29,127.79
120001,2023-12-30,129.26
120001,2023-12-31,130.82
120001,2024-01-01,131.04
120001,2024-01-02,132.82
120001,2024-01-03,132.88
120001,2024-01-04,134.75
120001,2024-01-05,134.62
120001,2024-01-06,133.77
120001,2024-01-07,136.26
120001,2024-01-08,136.3
120001,2024-01-09,135.15
120001,2024-01-10,133.98
120001,2024-01-11,132.84
120001,2024-01-12,134.02
120001,2024-01-13,133.96
120001,2024-01-14,137.1
120001,2024-01-15,138.8
120001,2024-01-16,139.22
120001,2024-01-17,141.25
120001,2024-01-18,140.62
120001,2024-01-19,138.08
120001,2024-01-20,136.78
120001,2024-01-21,137.05
120001,2024-01-22,136.82
120001,2024-01-23,138.01
120001,2024-01-24,137.91
120001,2024-01-25,139.01
120001,2024-01-26,141.17
120001,2024-01-27,141.06
120001,2024-01-28,141.91
120001,2024-01-29,139.49
120001,2024-01-30,139.39
120001,2024-01-31,137.74
120001,2024-02-01,138.01
120001,2024-02-02,138.41
120001,2024-02-03,138.8
120001,2024-02-04,138.2
120001,2024-02-05,141.45
120001,2024-02-06,139.72
120001,2024-02-07,137.93
120001,2024-02-08,140.29
120001,2024-02-09,139.37
120001,2024-02-10,138.12
120001,2024-02-11,141.37
120001,2024-02-12,142.84
120001,2024-02-13,142.06
120001,2024-02-14,142.44
120001,2024-02-15,145.28
120001,2024-02-16,146.36
120001,2024-02-17,148.31
120001,2024-02-18,149.58
120001,2024-02-19,151.05
120001,2024-02-20,151.18
120001,2024-02-21,151.28
120001,2024-02-22,151.76
120001,2024-02-23,152.95
120001,2024-02-24,152.59
120001,2024-02-25,152.85
120001,2024-02-26,152.45
120001,2024-02-27,152.71
120001,2024-02-28,150.87
120001,2024-02-29,154.88
120001,2024-03-01,153.82
120001,2024-03-02,153.34
120001,2024-03-03,152.16
120001,2024-03-04,153.18
120001,2024-03-05,152.95
120001,2024-03-06,151.56
120001,2024-03-07,152.63
120001,2024-03-08,153.91
120001,2024-03-09,153.89
120001,2024-03-10,152.94
120001,2024-03-11,156.37
120001,2024-03-12,156.98
120001,2024-03-13,155.06
120001,2024-03-14,157.33
120001,2024-03-15,156.06
120001,2024-03-16,160.42
120001,2024-03-17,160.62
120001,2024-03-18,162.33
120001,2024-03-19,159.04
120001,2024-03-20,157.07
120001,2024-03-21,159.25
120001,2024-03-22,159.83
120001,2024-03-23,163.18
120001,2024-03-24,164.05
120001,2024-03-25,164.37
120001,2024-03-26,167.27
120001,2024-03-27,169.04
120001,2024-03-28,168.8
120001,2024-03-29,167.03
120001,2024-03-30,163.16
120001,2024-03-31,162.52
120001,2024-04-01,160.68
120001,2024-04-02,164.93
120001,2024-04-03,163.94
120001,2024-04-04,162.91
120001,2024-04-05,160.52
120001,2024-04-06,160.17
120001,2024-04-07,159.18
120001,2024-04-08,162.03
120001,2024-04-09,162.38
120001,2024-04-10,162.45
120001,2024-04-11,162.31
120001,2024-04-12,163.67
120001,2024-04-13,163.01
120001,2024-04-14,164.18
120001,2024-04-15,166.91
120001,2024-04-16,167.76
120001,2024-04-17,167.43
120001,2024-04-18,165.92
120001,2024-04-19,165.54
120001,2024-04-20,166.56
120001,2024-04-21,164.09
120001,2024-04-22,165.53
120001,2024-04-23,165.96
120001,2024-04-24,165.8
120001,2024-04-25,164.79
120001,2024-04-26,164.08
120001,2024-04-27,165.15
120001,2024-04-28,165.02
120001,2024-04-29,164.27
120001,2024-04-30,165.12
120001,2024-05-01,166.05
120001,2024-05-02,164.05
120001,2024-05-03,165.07
120001,2024-05-04,169.29
120001,2024-05-05,170.17
120001,2024-05-06,167.36
120001,2024-05-07,167.74
120001,2024-05-08,164.75
120001,2024-05-09,170.05
120001,2024-05-10,173.94
120001,2024-05-11,172.87
120001,2024-05-12,169.07
120001,2024-05-13,167.67
120001,2024-05-14,167.45
120001,2024-05-15,164.59
120001,2024-05-16,164.56
120001,2024-05-17,164.33
120001,2024-05-18,164.62
120001,2024-05-19,165.08
120001,2024-05-20,163.57
120001,2024-05-21,162.25
120001,2024-05-22,162.41
120001,2024-05-23,161.46
120001,2024-05-24,163.01
120001,2024-05-25,163.15
120001,2024-05-26,166.27
120001,2024-05-27,167.72
120001,2024-05-28,169.66
120001,2024-05-29,169.97
120001,2024-05-30,170.32
120001,2024-05-31,173.35
120001,2024-06-01,172.78
120001,2024-06-02,173.81
120001,2024-06-03,173.44
120001,2024-06-04,173.06
120001,2024-06-05,171.12
120001,2024-06-06,169.94
120001,2024-06-07,168.45
120001,2024-06-08,169.53
120001,2024-06-09,171.38
120001,2024-06-10,171.3
120001,2024-06-11,171.78
120001,2024-06-12,171.61
120001,2024-06-13,170.3
120001,2024-06-14,171.85
120001,2024-06-15,173.06
120001,2024-06-16,169.87
120001,2024-06-17,169.48
120001,2024-06-18,168.07
120001,2024-06-19,167.49
120001,2024-06-20,166.45
120001,2024-06-21,166.46
120001,2024-06-22,165.99
120001,2024-06-23,165.49
120001,2024-06-24,167.41
120001,2024-06-25,168.43
120001,2024-06-26,167.32
120001,2024-06-27,166.48
120001,2024-06-28,167.38
120001,2024-06-29,168.28
120001,2024-06-30,167.35
120001,2024-07-01,167.04
120001,2024-07-02,170.21
120001,2024-07-03,169.3
120001,2024-07-04,172.62
120001,2024-07-05,174.61
120001,2024-07-06,177.71
120001,2024-07-07,176.68
120001,2024-07-08,176.47
120001,2024-07-09,175.77
120001,2024-07-10,177.84
120001,2024-07-11,176.92
120001,2024-07-12,178.3
120001,2024-07-13,179.6
120001,2024-07-14,179.6
120001,2024-07-15,182.02
120001,2024-07-16,182.31
120001,2024-07-17,183.92
120001,2024-07-18,183.1
120001,2024-07-19,181.87
120001,2024-07-20,183.29
120001,2024-07-21,184.17
120001,2024-07-22,184.71
120001,2024-07-23,184.17
120001,2024-07-24,187.12
120001,2024-07-25,185.12
120001,2024-07-26,183.04
120001,2024-07-27,184.86
120001,2024-07-28,186.54
120001,2024-07-29,187.3
120001,2024-07-30,186.85
120001,2024-07-31,187.88
120001,2024-08-01,191.21
120001,2024-08-02,196.11
120001,2024-08-03,192.96
120001,2024-08-04,192.25
120001,2024-08-05,191.42
120001,2024-08-06,194.63
120001,2024-08-07,189.9
120001,2024-08-08,190.97
120001,2024-08-09,190.58
120001,2024-08-10,193.79
120001,2024-08-11,196.8
120001,2024-08-12,197.62
120001,2024-08-13,194.59
120001,2024-08-14,193.57
120001,2024-08-15,192.77
120001,2024-08-16,190.31
120001,2024-08-17,192.6
120001,2024-08-18,189.9
120001,2024-08-19,193.73
120001,2024-08-20,197.63
120001,2024-08-21,196.96
120001,2024-08-22,197.71
120001,2024-08-23,197.67
120001,2024-08-24,199.55
120001,2024-08-25,202.19
120001,2024-08-26,202.81
120001,2024-08-27,203.87
120001,2024-08-28,202.7
120001,2024-08-29,203.69
120001,2024-08-30,204.12
120001,2024-08-31,202.36
120001,2024-09-01,202.44
120001,2024-09-02,201.76
120001,2024-09-03,200.63
120001,2024-09-04,198.43
120001,2024-09-05,198.66
120001,2024-09-06,197.21
120001,2024-09-07,196.37
120001,2024-09-08,198.58
120001,2024-09-09,199.94
120001,2024-09-10,198.08
120001,2024-09-11,198.88
120001,2024-09-12,199.24
120001,2024-09-13,202.73
120001,2024-09-14,205.64
120001,2024-09-15,202.59
120001,2024-09-16,204.43
120001,2024-09-17,207.12
120001,2024-09-18,208.38
120001,2024-09-19,207.79
120001,2024-09-20,212.91
120001,2024-09-21,214.4
120001,2024-09-22,218.74
120001,2024-09-23,221.81
120001,2024-09-24,222.95
