amfi_code,date,nav,daily_return
120001,2022-04-16,91.54,0.011156522699657723
120001,2022-04-17,89.3,-0.02447017697181575
120001,2022-04-18,90.67,0.01534154535274368
120001,2022-04-19,92.67,0.022058012573067165
120001,2022-04-20,93.86,0.012841264702708521
120001,2022-04-21,93.71,-0.0015981248668229808
120001,2022-04-22,93.11,-0.006402731832248376
120001,2022-04-23,93.83,0.007732789174095034
120001,2022-04-24,93.3,-0.005648513268677435
120001,2022-04-25,93.68,0.004072883172561825
120001,2022-04-26,93.7,0.00021349274124671247
120001,2022-04-27,94.89,0.012700106723585902
120001,2022-04-28,94.57,-0.003372325850985458
120001,2022-04-29,94.2,-0.003912445807338405
120001,2022-04-30,94.6,0.00424628450106157
120001,2022-05-01,96.48,0.019873150105708337
120001,2022-05-02,96.6,0.0012437810945271632
120001,2022-05-03,96.25,-0.0036231884057970065
120001,2022-05-04,97.12,0.00903896103896118
120001,2022-05-05,97.87,0.0077224052718287695
120001,2022-05-06,96.99,-0.008991519362419598
120001,2022-05-07,96.52,-0.004845860397979185
120001,2022-05-08,97.62,0.011396601740571999
120001,2022-05-09,98.09,0.004814587174759355
120001,2022-05-10,95.71,-0.024263431542461134
120001,2022-05-11,96.22,0.005328596802842034
120001,2022-05-12,97.16,0.009769278736229348
120001,2022-05-13,96.4,-0.00782214903252354
120001,2022-05-14,97.1,0.007261410788381717
120001,2022-05-15,98.97,0.019258496395468727
120001,2022-05-16,99.41,0.004445791654036579
120001,2022-05-17,98.84,-0.005733829594608109
120001,2022-05-18,98.37,-0.004755159854309965
120001,2022-05-19,98.43,0.0006099420555047974
120001,2022-05-20,98.85,0.004266991770801365
120001,2022-05-21,98.96,0.0011127971674254056
120001,2022-05-22,99.51,0.005557801131770512
120001,2022-05-23,99.41,-0.0010049241282283905
120001,2022-05-24,99.64,0.002313650538175338
120001,2022-05-25,100.65,0.010136491368928136
120001,2022-05-26,99.63,-0.010134128166915168
120001,2022-05-27,99.79,0.0016059419853458046
120001,2022-05-28,99.95,0.001603367070848849
120001,2022-05-29,100.92,0.009704852426213106
120001,2022-05-30,100.74,-0.001783590963139181
120001,2022-05-31,101.45,0.007047845940043818
120001,2022-06-01,102.61,0.01143420404139972
120001,2022-06-02,100.77,-0.017931975440990233
120001,2022-06-03,102.0,0.012206013694552098
120001,2022-06-04,101.04,-0.009411764705882342
120001,2022-06-05,99.99,-0.01039192399049893
120001,2022-06-06,97.16,-0.02830283028302827
120001,2022-06-07,96.43,-0.007513379991766045
120001,2022-06-08,96.47,0.00041480866950105444
120001,2022-06-09,96.15,-0.0033170933969108862
120001,2022-06-10,95.75,-0.004160166406656285
120001,2022-06-11,94.73,-0.010652741514360242
120001,2022-06-12,95.6,0.009183996621978219
120001,2022-06-13,96.57,0.010146443514644332
120001,2022-06-14,97.02,0.004659832246039164
120001,2022-06-15,95.24,-0.018346732632446905
120001,2022-06-16,97.45,0.023204535909281843
120001,2022-06-17,97.64,0.0019497178040019936
120001,2022-06-18,98.22,0.005940188447357553
120001,2022-06-19,96.8,-0.014457340663815987
120001,2022-06-20,96.83,0.0003099173553720025
120001,2022-06-21,97.28,0.0046473200454404395
120001,2022-06-22,97.19,-0.0009251644736842923
120001,2022-06-23,98.09,0.009260211955962605
120001,2022-06-24,99.41,0.013457029258843844
120001,2022-06-25,98.13,-0.012875968212453515
120001,2022-06-26,99.01,0.00896769591358404
120001,2022-06-27,99.45,0.004443995556004499
120001,2022-06-28,99.5,0.0005027652086475598
120001,2022-06-29,97.98,-0.01527638190954772
120001,2022-06-30,99.48,0.015309246785058184
120001,2022-07-01,99.93,0.00452352231604336
120001,2022-07-02,98.19,-0.01741218853197246
120001,2022-07-03,98.0,-0.0019350239331907826
120001,2022-07-04,98.37,0.0037755102040817334
120001,2022-07-05,98.92,0.005591135508793199
120001,2022-07-06,98.84,-0.0008087343307723316
120001,2022-07-07,99.23,0.0039457709429380206
120001,2022-07-08,101.38,0.021666834626624887
120001,2022-07-09,103.0,0.015979483132767758
120001,2022-07-10,102.08,-0.008932038834951528
120001,2022-07-11,101.52,-0.005485893416927956
120001,2022-07-12,101.46,-0.0005910165484633856
120001,2022-07-13,99.73,-0.017051054602798987
120001,2022-07-14,98.44,-0.012934924295598171
120001,2022-07-15,96.9,-0.015644047135310757
120001,2022-07-16,95.83,-0.01104231166150682
120001,2022-07-17,97.21,0.01440050088698741
120001,2022-07-18,96.43,-0.008023865857421986
120001,2022-07-19,95.49,-0.00974800373327811
120001,2022-07-20,96.38,0.009320347680385366
120001,2022-07-21,95.99,-0.0040464826727536485
120001,2022-07-22,96.44,0.0046879883321180316
120001,2022-07-23,95.79,-0.0067399419328079135
120001,2022-07-24,94.11,-0.017538365173817794
120001,2022-07-25,94.6,0.005206673042184695
120001,2022-07-26,93.18,-0.015010570824524172
120001,2022-07-27,92.75,-0.0046147241897404045
120001,2022-07-28,92.12,-0.006792452830188589
120001,2022-07-29,92.34,0.0023881893182804426
120001,2022-07-30,91.87,-0.00508988520684428
120001,2022-07-31,91.8,-0.0007619462283662282
120001,2022-08-01,90.42,-0.015032679738562038
120001,2022-08-02,92.27,0.02046007520460069
120001,2022-08-03,91.21,-0.011488024276579578
120001,2022-08-04,92.35,0.01249862953623504
120001,2022-08-05,92.54,0.002057390362750544
120001,2022-08-06,92.71,0.0018370434406742575
120001,2022-08-07,93.09,0.004098802718153438
120001,2022-08-08,91.38,-0.018369320012890822
120001,2022-08-09,92.31,0.010177281680893158
120001,2022-08-10,91.89,-0.004549886252843693
120001,2022-08-11,93.04,0.01251496354336723
120001,2022-08-12,92.95,-0.0009673258813414076
120001,2022-08-13,92.65,-0.0032275416890801267
120001,2022-08-14,91.5,-0.012412304371289817
120001,2022-08-15,90.84,-0.00721311475409836
120001,2022-08-16,91.27,0.004733597534125833
120001,2022-08-17,90.12,-0.012599978086994534
120001,2022-08-18,88.38,-0.019307589880159903
120001,2022-08-19,87.66,-0.008146639511201648
120001,2022-08-20,88.44,0.008898015058179443
120001,2022-08-21,90.06,0.01831750339213034
120001,2022-08-22,89.5,-0.006218076837663844
120001,2022-08-23,88.16,-0.01497206703910614
120001,2022-08-24,87.9,-0.0029491833030852455
120001,2022-08-25,88.1,0.0022753128555175195
120001,2022-08-26,88.66,0.006356413166855868
120001,2022-08-27,90.59,0.02176855402661859
120001,2022-08-28,90.84,0.002759686499613556
120001,2022-08-29,92.39,0.017062967855570266
120001,2022-08-30,92.01,-0.004112999242342208
120001,2022-08-31,92.14,0.0014128899032712638
120001,2022-09-01,91.64,-0.005426524853483827
120001,2022-09-02,91.06,-0.006329113924050667
120001,2022-09-03,90.87,-0.0020865363496594957
120001,2022-09-04,90.66,-0.0023109937273028125
120001,2022-09-05,90.15,-0.005625413633355336
120001,2022-09-06,89.7,-0.004991680532445919
120001,2022-09-07,90.73,0.011482720178372263
120001,2022-09-08,92.69,0.021602557037363468
120001,2022-09-09,92.28,-0.004423346639335413
120001,2022-09-10,92.03,-0.0027091460771564435
120001,2022-09-11,92.55,0.0056503314136693295
120001,2022-09-12,95.55,0.03241491085899506
120001,2022-09-13,95.68,0.0013605442176871652
120001,2022-09-14,96.66,0.010242474916387856
120001,2022-09-15,98.2,0.01593213325056908
120001,2022-09-16,98.59,0.003971486761710885
120001,2022-09-17,99.55,0.009737295871792284
120001,2022-09-18,100.2,0.00652938221999011
120001,2022-09-19,101.29,0.010878243512974173
120001,2022-09-20,100.29,-0.009872642906506024
120001,2022-09-21,100.55,0.002592481802771829
120001,2022-09-22,101.08,0.005271009448035713
120001,2022-09-23,101.6,0.005144440047487153
120001,2022-09-24,102.81,0.011909448818897772
120001,2022-09-25,103.32,0.004960606944849566
120001,2022-09-26,102.19,-0.010936895083236475
120001,2022-09-27,102.84,0.006360700655641427
120001,2022-09-28,101.99,-0.008265266433294505
120001,2022-09-29,101.32,-0.006569271497205653
120001,2022-09-30,100.95,-0.003651796288985265
120001,2022-10-01,100.89,-0.0005943536404160454
120001,2022-10-02,99.38,-0.014966795519873233
120001,2022-10-03,100.54,0.011672368685852419
120001,2022-10-04,99.43,-0.011040381937537314
120001,2022-10-05,101.04,0.016192296087699898
120001,2022-10-06,99.95,-0.010787806809184564
120001,2022-10-07,101.29,0.01340670335167582
120001,2022-10-08,101.31,0.00019745285813010938
120001,2022-10-09,99.62,-0.016681472707531286
120001,2022-10-10,98.63,-0.009937763501305041
120001,2022-10-11,99.99,0.013788908040150094
120001,2022-10-12,100.49,0.0050005000500050745
120001,2022-10-13,100.46,-0.0002985371678774218
120001,2022-10-14,98.28,-0.021700179175791257
120001,2022-10-15,99.7,0.014448514448514471
120001,2022-10-16,101.61,0.01915747241725163
120001,2022-10-17,103.38,0.01741954532034251
120001,2022-10-18,102.79,-0.005707100019346045
120001,2022-10-19,103.24,0.004377857768265381
120001,2022-10-20,103.8,0.005424254165052433
120001,2022-10-21,102.26,-0.014836223506743629
120001,2022-10-22,102.5,0.0023469587326421237
120001,2022-10-23,103.65,0.011219512195121961
120001,2022-10-24,104.49,0.008104196816208331
120001,2022-10-25,103.38,-0.010623026126902135
120001,2022-10-26,102.54,-0.008125362739407893
120001,2022-10-27,103.4,0.008386970938170535
120001,2022-10-28,104.11,0.006866537717601595
120001,2022-10-29,101.82,-0.0219959658053982
120001,2022-10-30,99.37,-0.024062070320172713
120001,2022-10-31,99.34,-0.000301901982489694
120001,2022-11-01,98.8,-0.005435876786792915
120001,2022-11-02,98.56,-0.0024291497975708065
120001,2022-11-03,98.2,-0.0036525974025973795
120001,2022-11-04,99.22,0.010386965376782076
120001,2022-11-05,99.37,0.0015117919774239041
120001,2022-11-06,99.69,0.003220287813223255
120001,2022-11-07,98.4,-0.012940114354498822
120001,2022-11-08,95.14,-0.033130081300813075
120001,2022-11-09,96.25,0.011667017027538362
120001,2022-11-10,98.36,0.0219220779220779
120001,2022-11-11,98.08,-0.002846685644571023
120001,2022-11-12,98.37,0.002956769983686769
120001,2022-11-13,98.74,0.003761309342279029
120001,2022-11-14,100.44,0.017216933360340247
120001,2022-11-15,101.38,0.00935882118677811
120001,2022-11-16,101.94,0.005523771947129719
120001,2022-11-17,102.05,0.0010790661173238902
120001,2022-11-18,102.16,0.0010779029887311165
120001,2022-11-19,100.74,-0.013899765074393167
120001,2022-11-20,100.4,-0.0033750248163588736
120001,2022-11-21,101.34,0.00936254980079676
120001,2022-11-22,101.16,-0.001776198934280715
120001,2022-11-23,101.25,0.000889679715302627
120001,2022-11-24,100.11,-0.011259259259259302
120001,2022-11-25,100.61,0.004994506043352276
120001,2022-11-26,99.19,-0.014113905178411712
120001,2022-11-27,99.52,0.0033269482810767137
120001,2022-11-28,99.39,-0.0013062700964630025
120001,2022-11-29,97.71,-0.01690310896468461
120001,2022-11-30,98.8,0.011155460034796949
120001,2022-12-01,98.69,-0.0011133603238866474
120001,2022-12-02,100.57,0.019049549093119733
120001,2022-12-03,102.11,0.01531271751019192
120001,2022-12-04,101.26,-0.008324356086573226
120001,2022-12-05,100.51,-0.007406675883863345
120001,2022-12-06,99.38,-0.01124266242164973
120001,2022-12-07,97.86,-0.015294827933185706
120001,2022-12-08,97.49,-0.0037809115062333865
120001,2022-12-09,98.95,0.01497589496358609
120001,2022-12-10,97.1,-0.01869631126831739
120001,2022-12-11,97.98,0.009062821833161872
120001,2022-12-12,98.78,0.00816493161869758
120001,2022-12-13,99.38,0.0060741040696496995
120001,2022-12-14,100.16,0.007848661702555937
120001,2022-12-15,99.1,-0.010583067092651777
120001,2022-12-16,99.9,0.008072653884964698
120001,2022-12-17,99.41,-0.0049049049049050275
120001,2022-12-18,97.01,-0.02414244039835023
120001,2022-12-19,97.12,0.001133903721265872
120001,2022-12-20,96.34,-0.008031301482701814
120001,2022-12-21,97.7,0.014116670126634867
120001,2022-12-22,97.47,-0.002354145342886471
120001,2022-12-23,97.56,0.0009233610341643494
120001,2022-12-24,97.99,0.00440754407544075
120001,2022-12-25,97.78,-0.0021430758240635894
120001,2022-12-26,97.73,-0.0005113520147269623
120001,2022-12-27,98.6,0.008902077151335286
120001,2022-12-28,97.6,-0.010141987829614618
120001,2022-12-29,96.96,-0.006557377049180357
120001,2022-12-30,96.07,-0.009179042904290391
120001,2022-12-31,97.5,0.014884979702300516
120001,2023-01-01,96.87,-0.0064615384615384075
120001,2023-01-02,96.77,-0.001032311345101733
120001,2023-01-03,96.24,-0.005476903999173333
120001,2023-01-04,95.99,-0.002597672485453062
120001,2023-01-05,95.33,-0.006875716220439587
120001,2023-01-06,95.82,0.005140039861533552
120001,2023-01-07,94.87,-0.009914422876226126
120001,2023-01-08,93.64,-0.01296511015073265
120001,2023-01-09,93.16,-0.005126014523707867
120001,2023-01-10,92.46,-0.007513954486904284
120001,2023-01-11,91.27,-0.012870430456413562
120001,2023-01-12,91.02,-0.002739125671085807
120001,2023-01-13,89.56,-0.016040430674576944
120001,2023-01-14,91.15,0.017753461366681655
120001,2023-01-15,89.84,-0.014371914426769106
120001,2023-01-16,89.3,-0.0060106856634016825
120001,2023-01-17,88.98,-0.0035834266517356106
120001,2023-01-18,90.53,0.01741964486401426
120001,2023-01-19,89.01,-0.0167900143598807
120001,2023-01-20,89.18,0.0019098977642961756
120001,2023-01-21,90.15,0.010876878223816888
120001,2023-01-22,89.91,-0.0026622296173045568
120001,2023-01-23,88.91,-0.011122233344455612
120001,2023-01-24,88.85,-0.0006748397255652572
120001,2023-01-25,90.26,0.015869442881260687
120001,2023-01-26,89.75,-0.005650343452249129
120001,2023-01-27,91.08,0.014818941504178174
120001,2023-01-28,91.36,0.0030742204655247463
120001,2023-01-29,92.53,0.012806479859895026
120001,2023-01-30,92.78,0.002701826434669874
120001,2023-01-31,92.38,-0.004311273981461583
120001,2023-02-01,93.94,0.01688677202857769
120001,2023-02-02,94.2,0.0027677240791994517
120001,2023-02-03,94.4,0.002123142250530785
120001,2023-02-04,95.21,0.008580508474576254
120001,2023-02-05,96.14,0.009767881525049926
120001,2023-02-06,96.97,0.008633243187018858
120001,2023-02-07,95.71,-0.01299370939465816
120001,2023-02-08,95.14,-0.005955490544352626
120001,2023-02-09,94.57,-0.005991170906033294
120001,2023-02-10,93.88,-0.007296182721793332
120001,2023-02-11,93.1,-0.008308478909245909
120001,2023-02-12,92.53,-0.006122448979591799
120001,2023-02-13,92.88,0.0037825570085376903
120001,2023-02-14,93.39,0.005490956072351505
120001,2023-02-15,93.43,0.0004283113823750906
120001,2023-02-16,93.08,-0.0037461200899069347
120001,2023-02-17,94.32,0.01332187365706905
120001,2023-02-18,94.28,-0.00042408821034767286
120001,2023-02-19,95.21,0.00986423419601179
120001,2023-02-20,94.71,-0.005251549207016093
120001,2023-02-21,95.15,0.004645760743321903
120001,2023-02-22,96.48,0.013977929584865878
120001,2023-02-23,94.01,-0.025601160862354866
120001,2023-02-24,93.44,-0.006063184767577945
120001,2023-02-25,94.04,0.006421232876712368
120001,2023-02-26,95.23,0.012654189706507779
120001,2023-02-27,95.47,0.002520214218208583
120001,2023-02-28,95.57,0.0010474494605634543
120001,2023-03-01,97.15,0.016532384639531328
120001,2023-03-02,98.44,0.013278435409161071
120001,2023-03-03,97.63,-0.00822836245428693
120001,2023-03-04,97.8,0.0017412680528525737
120001,2023-03-05,98.2,0.004089979550102374
120001,2023-03-06,99.93,0.017617107942973664
120001,2023-03-07,100.85,0.009206444511157708
120001,2023-03-08,100.79,-0.0005949429846304755
120001,2023-03-09,101.07,0.0027780533783112737
120001,2023-03-10,99.21,-0.018403086969427163
120001,2023-03-11,100.22,0.010180425360346801
120001,2023-03-12,100.92,0.006984633805627638
120001,2023-03-13,102.2,0.01268331351565588
120001,2023-03-14,102.1,-0.0009784735812133905
120001,2023-03-15,102.28,0.0017629774730656411
120001,2023-03-16,101.84,-0.00430191630817367
120001,2023-03-17,100.72,-0.010997643362136711
120001,2023-03-18,100.17,-0.005460683081810913
120001,2023-03-19,98.39,-0.01776979135469703
120001,2023-03-20,99.34,0.009655452789917751
120001,2023-03-21,97.23,-0.02124018522246829
120001,2023-03-22,99.26,0.020878329733621248
120001,2023-03-23,97.55,-0.01722748337698976
120001,2023-03-24,99.07,0.015581752947206429
120001,2023-03-25,98.22,-0.00857979206621573
120001,2023-03-26,98.82,0.006108735491753059
120001,2023-03-27,98.12,-0.0070835863185588765
120001,2023-03-28,99.81,0.01722380758255193
120001,2023-03-29,99.91,0.0010019036168720241
120001,2023-03-30,101.03,0.011210089080172292
120001,2023-03-31,101.16,0.0012867465109374088
120001,2023-04-01,101.56,0.003954132068011207
120001,2023-04-02,102.24,0.006695549428908931
120001,2023-04-03,101.75,-0.004792644757433462
120001,2023-04-04,100.5,-0.012285012285012331
120001,2023-04-05,99.24,-0.012537313432835817
120001,2023-04-06,99.34,0.0010076582023379466
120001,2023-04-07,98.91,-0.0043285685524462325
120001,2023-04-08,96.83,-0.021029218481447787
120001,2023-04-09,97.38,0.005680057833316043
120001,2023-04-10,96.24,-0.011706715958102243
120001,2023-04-11,95.17,-0.011118038237738936
120001,2023-04-12,95.18,0.00010507512871704705
120001,2023-04-13,94.37,-0.008510191216642204
120001,2023-04-14,94.53,0.0016954540637914572
120001,2023-04-15,96.45,0.020311012377023152
120001,2023-04-16,96.13,-0.003317781233799999
120001,2023-04-17,95.16,-0.010090502444606297
120001,2023-04-18,95.38,0.0023118957545187335
120001,2023-04-19,94.69,-0.007234221010694042
120001,2023-04-20,94.76,0.000739254409124479
120001,2023-04-21,95.1,0.0035880118193329924
120001,2023-04-22,95.12,0.00021030494216622841
120001,2023-04-23,95.22,0.0010513036164843115
120001,2023-04-24,95.45,0.0024154589371980784
120001,2023-04-25,97.02,0.016448402304871657
120001,2023-04-26,96.82,-0.0020614306328592402
120001,2023-04-27,97.0,0.0018591200165256616
120001,2023-04-28,97.89,0.009175257731958819
120001,2023-04-29,98.4,0.00520992951271837
120001,2023-04-30,98.09,-0.003150406504065062
120001,2023-05-01,99.03,0.009583035987358546
120001,2023-05-02,98.21,-0.008280319095223754
120001,2023-05-03,98.04,-0.0017309846247834937
120001,2023-05-04,97.33,-0.007241942064463602
120001,2023-05-05,97.94,0.006267337922531535
120001,2023-05-06,99.16,0.012456606085358368
120001,2023-05-07,99.43,0.002722872125857201
120001,2023-05-08,99.55,0.0012068792115054183
120001,2023-05-09,98.73,-0.008237066800602655
120001,2023-05-10,98.09,-0.006482325534285405
120001,2023-05-11,96.96,-0.011520032623101306
120001,2023-05-12,94.9,-0.021245874587458635
120001,2023-05-13,94.58,-0.0033719704952582807
120001,2023-05-14,94.34,-0.0025375343624444158
120001,2023-05-15,96.44,0.022259910960356066
120001,2023-05-16,98.0,0.016175860638739215
120001,2023-05-17,98.59,0.006020408163265323
120001,2023-05-18,100.69,0.02130033471954551
120001,2023-05-19,102.15,0.014499950342635959
120001,2023-05-20,100.15,-0.01957905041605479
120001,2023-05-21,101.27,0.01118322516225656
120001,2023-05-22,102.04,0.007603436358250226
120001,2023-05-23,101.79,-0.002450019600156783
120001,2023-05-24,100.4,-0.01365556537970336
120001,2023-05-25,101.05,0.006474103585657254
120001,2023-05-26,99.0,-0.02028698664027706
120001,2023-05-27,99.03,0.00030303030303024947
120001,2023-05-28,98.47,-0.005654852065030802
120001,2023-05-29,97.28,-0.012084898953996115
120001,2023-05-30,98.48,0.012335526315789602
120001,2023-05-31,98.49,0.00010154346060109454
120001,2023-06-01,98.71,0.002233729312620669
120001,2023-06-02,99.66,0.009624151555060356
120001,2023-06-03,99.7,0.00040136463977535897
120001,2023-06-04,100.2,0.005015045135406293
120001,2023-06-05,101.06,0.008582834331337219
120001,2023-06-06,101.69,0.006233920443301066
120001,2023-06-07,102.03,0.003343494935588609
120001,2023-06-08,103.9,0.018327942761932725
120001,2023-06-09,105.24,0.012897016361886227
120001,2023-06-10,105.2,-0.0003800836183959211
120001,2023-06-11,104.3,-0.00855513307984801
120001,2023-06-12,105.02,0.006903163950143787
120001,2023-06-13,105.3,0.0026661588268901415
120001,2023-06-14,107.15,0.017568850902184296
120001,2023-06-15,108.26,0.010359309379374793
120001,2023-06-16,109.14,0.00812857934601885
120001,2023-06-17,109.21,0.0006413780465457375
120001,2023-06-18,108.31,-0.008241003571101468
120001,2023-06-19,108.15,-0.0014772412519619138
120001,2023-06-20,108.72,0.005270457697642117
120001,2023-06-21,106.89,-0.016832229580573954
120001,2023-06-22,108.27,0.012910468706146538
120001,2023-06-23,110.57,0.021243188325482665
120001,2023-06-24,108.47,-0.018992493443067637
120001,2023-06-25,107.01,-0.013459942841338557
120001,2023-06-26,107.31,0.0028034763106250526
120001,2023-06-27,106.73,-0.005404901686702046
120001,2023-06-28,107.07,0.0031856085449264437
120001,2023-06-29,107.04,-0.00028019052955996493
120001,2023-06-30,106.0,-0.009715994020926821
120001,2023-07-01,107.42,0.013396226415094414
120001,2023-07-02,107.97,0.00512008936883257
120001,2023-07-03,107.42,-0.005094007594702243
120001,2023-07-04,109.09,0.015546453174455355
120001,2023-07-05,108.59,-0.00458337152809607
120001,2023-07-06,107.3,-0.01187954691960591
120001,2023-07-07,107.55,0.002329916123019471
120001,2023-07-08,107.98,0.003998140399814165
120001,2023-07-09,108.61,0.0058344137803296725
120001,2023-07-10,109.42,0.00745787680692378
120001,2023-07-11,110.04,0.005666240175470794
120001,2023-07-12,110.62,0.005270810614321997
120001,2023-07-13,110.04,-0.005243174832760822
120001,2023-07-14,109.35,-0.006270447110141908
120001,2023-07-15,110.21,0.007864654778235058
120001,2023-07-16,110.53,0.0029035477724344005
120001,2023-07-17,111.5,0.008775897946258882
120001,2023-07-18,109.65,-0.01659192825112099
120001,2023-07-19,109.15,-0.004559963520291865
120001,2023-07-20,111.29,0.019606046724690795
120001,2023-07-21,111.96,0.006020307305238504
120001,2023-07-22,112.35,0.003483386923901488
120001,2023-07-23,113.2,0.007565643079661788
120001,2023-07-24,115.76,0.022614840989399365
120001,2023-07-25,118.13,0.020473393227366854
120001,2023-07-26,116.32,-0.015322102768136836
120001,2023-07-27,114.97,-0.011605914718019195
120001,2023-07-28,113.17,-0.01565625815430105
120001,2023-07-29,112.38,-0.006980648581779714
120001,2023-07-30,112.5,0.0010678056593700358
120001,2023-07-31,112.83,0.0029333333333332323
120001,2023-08-01,111.16,-0.014801028095364765
120001,2023-08-02,109.14,-0.018172004318099955
120001,2023-08-03,108.36,-0.007146783947223789
120001,2023-08-04,109.41,0.009689922480620172
120001,2023-08-05,110.65,0.011333516131980748
120001,2023-08-06,112.6,0.01762313601445986
120001,2023-08-07,112.62,0.00017761989342823803
120001,2023-08-08,113.61,0.00879062333510916
120001,2023-08-09,114.81,0.010562450488513342
120001,2023-08-10,114.3,-0.004442121766396689
120001,2023-08-11,114.8,0.004374453193350725
120001,2023-08-12,115.61,0.007055749128919819
120001,2023-08-13,114.62,-0.008563273073263544
